연번,충전소명,사용시간,이용자제한,충전기상태,충전기타입,소재지도로명주소,소재지지번주소,세부위치,관리업체명,업체전화번호,위도,경도,충전소ID,충전기ID,충전기용량,기관ID,전용주차장,상태갱신일시,데이터기준일자
장안구_25_1,희훈루체팰리스아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 경수대로994번길 46,경기도 수원시 장안구 송죽동 513번지 희훈루체팰리스아파트,지하 1층 주차장,차지비,1600-4047,37.307082,127.004815,PI121544,PI12154401,완속(7kW),PI,Y,,2021-11-30
장안구_25_2,희훈루체팰리스아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 경수대로994번길 46,경기도 수원시 장안구 송죽동 513번지 희훈루체팰리스아파트,지하 1층 주차장,차지비,1600-4047,37.307082,127.004815,PI312508,PI31250801,완속(7kW),PI,Y,,2021-11-30
장안구_25_3,희훈루체팰리스아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 경수대로994번길 46,경기도 수원시 장안구 송죽동 513번지 희훈루체팰리스아파트,지하 1층 주차장,차지비,1600-4047,37.307082,127.004815,PI312508,PI31250802,완속(7kW),PI,Y,,2021-11-30
장안구_26_1,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 1주차장 지하 2층 주차장,차지비,1600-4047,37.302351,126.977736,PI312493,PI31249301,완속(7kW),PI,Y,,2021-11-30
장안구_26_2,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 1주차장 지하 2층 주차장,차지비,1600-4047,37.302351,126.977736,PI312493,PI31249302,완속(7kW),PI,Y,,2021-11-30
장안구_26_3,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 1주차장 지하 2층 주차장,차지비,1600-4047,37.302351,126.977736,PI312493,PI31249303,완속(7kW),PI,Y,,2021-11-30
장안구_26_4,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 1주차장 지하 2층 주차장,차지비,1600-4047,37.302351,126.977736,PI312493,PI31249304,완속(7kW),PI,Y,,2021-11-30
장안구_26_5,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 2주차장 지하 2층 주차장,차지비,1600-4047,37.301841,126.978125,PI312493,PI31249305,완속(7kW),PI,Y,,2021-11-30
장안구_26_6,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 2주차장 지하 2층 주차장,차지비,1600-4047,37.301841,126.978125,PI312493,PI31249306,완속(7kW),PI,Y,,2021-11-30
장안구_26_7,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 2주차장 지하 2층 주차장,차지비,1600-4047,37.301841,126.978125,PI312493,PI31249307,완속(7kW),PI,Y,,2021-11-30
장안구_26_8,수원시 삼호진덕아파트,24시간 이용가능,입주자 외 이용제한,9,AC완속,경기도 수원시 장안구 하률로46번길 22,경기도 수원시 장안구 천천동 565번지 삼호진덕아파트,제 2주차장 지하 2층 주차장,차지비,1600-4047,37.301841,126.978125,PI312493,PI31249308,완속(7kW),PI,Y,,2021-11-30
장안구_27_1,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,N센터 지하 2층 주차장,차지비,1600-4047,37.291876,126.975744,PI000657,PI00065701,완속(7kW),PI,Y,,2021-11-30
장안구_27_2,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,N센터 지하 2층 주차장,차지비,1600-4047,37.291876,126.975744,PI000657,PI00065702,완속(7kW),PI,Y,,2021-11-30
장안구_27_3,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,실내체육관 앞 지상 주차장,차지비,1600-4047,37.292158,126.971213,PI000657,PI00065703,완속(7kW),PI,Y,,2021-11-30
장안구_27_4,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,실내체육관 앞 지상 주차장,차지비,1600-4047,37.292158,126.971213,PI000657,PI00065704,완속(7kW),PI,Y,,2021-11-30
장안구_27_5,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,실내체육관 앞 지상 주차장,차지비,1600-4047,37.292158,126.971213,PI000657,PI00065705,완속(7kW),PI,Y,,2021-11-30
장안구_27_6,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,실내체육관 앞 지상 주차장,차지비,1600-4047,37.292158,126.971213,PI000657,PI00065706,완속(7kW),PI,Y,,2021-11-30
장안구_27_7,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,3,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,실내체육관 앞 지상 주차장,차지비,1600-4047,37.292158,126.971213,PI000657,PI00065707,완속(7kW),PI,Y,,2021-11-30
장안구_27_8,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,3,AC완속,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,실내체육관 앞 지상 주차장,차지비,1600-4047,37.292158,126.971213,PI000657,PI00065708,완속(7kW),PI,Y,,2021-11-30
장안구_27_9,성균관대학교 자연과학캠퍼스,24시간 이용가능,이용자 제한 없음,9,DC차데모+DC콤보,경기도 수원시 장안구 서부로 2066,경기도 수원시 장안구 천천동 300번지,N센터 지하 2층 주차장,이카플러그,031-778-6181,37.291876,126.975744,EP000008,EP00000801,DC차데모(50kW)/DC콤보(50kW),EP,Y,,2021-11-30
장안구_28_1,송죽동 행정복지센터,24시간 이용가능,이용자 제한 없음,3,AC완속,경기도 수원시 장안구 송원로41번길 16-21,경기도 수원시 장안구 송죽동 502-1번지,지상 주차장,차지비,1600-4047,37.300321,127.006817,PI000382,PI00038201,완속(7kW),PI,Y,,2021-11-30
장안구_29_1,연무동 행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 경수대로 757 ,경기도 수원시 장안구 연무동 181-1번지,지상 주차장,차지비,1600-4047,37.290588,127.021723,PI000413,PI00041301,완속(7kW),PI,N,,2021-11-30
장안구_30_1,율천동 행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 서부로2106번길 27,경기도 수원시 장안구 율전동 433-2번지,지하 1층 주차장,차지비,1600-4047,37.297593,126.971389,PI000411,PI00041101,완속(7kW),PI,Y,,2021-11-30
장안구_31_1,광교산스위첸아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 송원로 131-28,경기도 수원시 장안구 조원동 910번지 수원광교산스위첸,지하 2층 주차장,차지비,1600-4047,37.306544,127.013097,PI000776,PI00077601,완속(7kW),PI,Y,,2021-11-30
장안구_31_2,광교산스위첸아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 송원로 131-28,경기도 수원시 장안구 조원동 910번지 수원광교산스위첸,지하 2층 주차장,차지비,1600-4047,37.306544,127.013097,PI000776,PI00077602,완속(7kW),PI,Y,,2021-11-30
장안구_32_1,꽃뫼노을마을신안아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 대평로51번길 22,경기도 수원시 장안구 정자동 883-6번지 꽃뫼노을마을신안아파트,제 1주차장 지하 1층 주차장,차지비,1600-4047,37.293302,126.993281,PI000702,PI00070201,완속(7kW),PI,Y,,2021-11-30
장안구_32_2,꽃뫼노을마을신안아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 대평로51번길 22,경기도 수원시 장안구 정자동 883-6번지 꽃뫼노을마을신안아파트,제 1주차장 지하 1층 주차장,차지비,1600-4047,37.293302,126.993281,PI000702,PI00070202,완속(7kW),PI,Y,,2021-11-30
장안구_32_3,꽃뫼노을마을신안아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 대평로51번길 22,경기도 수원시 장안구 정자동 883-6번지 꽃뫼노을마을신안아파트,제 1주차장 지하 1층 주차장,차지비,1600-4047,37.293302,126.993281,PI000702,PI00070203,완속(7kW),PI,Y,,2021-11-30
장안구_33_1,정자1동행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 정자로130번길 20 ,경기도 수원시 장안구 정자동 840-96번지,지상 주차장,차지비,1600-4047,37.302263,126.991021,PI000381,PI00038101,완속(7kW),PI,Y,,2021-11-30
장안구_34_1,정자2동행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 송정로24번길 34 ,경기도 수원시 장안구 정자동 32-7번지,지상 주차장,차지비,1600-4047,37.295127,127.000467,PI000505,PI00050501,완속(7kW),PI,Y,,2021-11-30
장안구_35_1,정자3동행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 대평로 85 ,경기도 수원시 장안구 정자동 879-4번지,지상 주차장,차지비,1600-4047,37.295727,126.992634,PI000506,PI00050601,완속(7kW),PI,Y,,2021-11-30
장안구_36_1,조원1동행정복지센터,24시간 이용가능,이용자 제한 없음,3,AC완속,경기도 수원시 장안구 금당로 56 ,경기도 수원시 장안구 조원동 735번지,지상 주차장,차지비,1600-4047,37.301933,127.016647,PI000412,PI00041201,완속(7kW),PI,Y,,2021-11-30
장안구_37_1,조원2동행정복지센터,24시간 이용가능,이용자 제한 없음,3,AC완속,경기도 수원시 장안구 송원로 109-50 ,경기도 수원시 장안구 조원동 877번지,지상 주차장,차지비,1600-4047,37.305643,127.009461,PI000383,PI00038301,완속(7kW),PI,N,,2021-11-30
장안구_38_1,파장동 행정복지센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 장안구 파장천로 60 ,경기도 수원시 장안구 파장동 381번지,지상 주차장,차지비,1600-4047,37.310371,126.997169,PI000410,PI00041001,완속(7kW),PI,N,,2021-11-30
장안구_39_1,수원장안STX칸 2단지아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 장안로385번길 95,경기도 수원시 장안구 이목동 917번지 수원장안STXKAN2단지아파트,지하 2층 주차장,차지비,1600-4047,37.313851,126.981211,PI202168,PI20216801,완속(7kW),PI,Y,,2021-11-30
장안구_39_2,수원장안STX칸 2단지아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 장안구 장안로385번길 95,경기도 수원시 장안구 이목동 917번지 수원장안STXKAN2단지아파트,지하 2층 주차장,차지비,1600-4047,37.313851,126.981211,PI202168,PI20216802,완속(7kW),PI,Y,,2021-11-30
장안구_40_1,KT수원지사,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",직원 외 출입제한,2,AC완속,경기도 수원시 장안구 정조로 947 ,경기도 수원시 장안구 영화동 306-1번지,지하 1층 주차장,차지비,1600-4047,37.292001,127.011353,KT202648,KT20264811,완속(7kW),KT,N,,2021-11-30
장안구_40_2,KT수원지사,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",직원 외 출입제한,2,AC완속,경기도 수원시 장안구 정조로 947 ,경기도 수원시 장안구 영화동 306-1번지,지하 1층 주차장,차지비,1600-4047,37.292001,127.011353,KT202648,KT20264812,완속(7kW),KT,N,,2021-11-30
장안구_40_3,KT수원지사,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",직원 외 출입제한,2,AC완속,경기도 수원시 장안구 정조로 947 ,경기도 수원시 장안구 영화동 306-1번지,지하 1층 주차장,차지비,1600-4047,37.292001,127.011353,KT202648,KT20264821,완속(7kW),KT,N,,2021-11-30
장안구_40_4,KT수원지사,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",직원 외 출입제한,2,AC완속,경기도 수원시 장안구 정조로 947 ,경기도 수원시 장안구 영화동 306-1번지,지하 1층 주차장,차지비,1600-4047,37.292001,127.011353,KT202648,KT20264822,완속(7kW),KT,N,,2021-11-30
장안구_40_5,KT수원지사,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",직원 외 출입제한,2,AC완속,경기도 수원시 장안구 정조로 947 ,경기도 수원시 장안구 영화동 306-1번지,지하 1층 주차장,차지비,1600-4047,37.292001,127.011353,KT202648,KT20264831,완속(7kW),KT,N,,2021-11-30
장안구_40_6,KT수원지사,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",직원 외 출입제한,2,AC완속,경기도 수원시 장안구 정조로 947 ,경기도 수원시 장안구 영화동 306-1번지,지하 1층 주차장,차지비,1600-4047,37.292001,127.011353,KT202648,KT20264832,완속(7kW),KT,N,,2021-11-30
장안구_41_1,SK아트리움,24시간 이용가능,이용자 제한 없음,2,DC차데모+DC콤보,경기도 수원시 장안구 이목로 24-25,경기도 수원시 장안구 정자동 947번지,지상 주차장,에스트래픽,1566-1704,37.309929,126.986651,ST411115,ST41111501,DC차데모(50kW)/DC콤보(50kW),ST,N,,2021-11-30
장안구_42_1,경기남부지방경찰청,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 장안구 창룡대로 223,경기도 수원시 장안구 연무동 산11-2번지,민원실 옆 주차장,에스트래픽,1566-1704,37.293798,127.034247,ST411101,ST41110101,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),ST,Y,,2021-11-30
장안구_43_1,경기도인재개발원,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",이용자 제한 없음,3,DC차데모+DC콤보,경기도 수원시 장안구 경수대로 1150,경기도 수원시 장안구 파장동 184번지,실내체육관 앞 주차장,에스트래픽,1566-1704,37.312854,126.989534,ST411117,ST41111701,DC차데모(50kW)/DC콤보(50kW),ST,Y,,2021-11-30
장안구_43_2,경기도인재개발원,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",이용자 제한 없음,2,AC완속,경기도 수원시 장안구 경수대로 1150,경기도 수원시 장안구 파장동 184번지,실내체육관 앞 주차장,에스트래픽,1566-1704,37.312854,126.989534,ST411117,ST41111702,완속(7kW),ST,Y,,2021-11-30
장안구_43_3,경기도인재개발원,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",이용자 제한 없음,2,AC완속,경기도 수원시 장안구 경수대로 1150,경기도 수원시 장안구 파장동 184번지,실내체육관 앞 주차장,에스트래픽,1566-1704,37.312854,126.989534,ST411117,ST41111703,완속(7kW),ST,Y,,2021-11-30
장안구_44_1,경기수원중부경찰서,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 장안구 정자천로199,경기도 수원시 장안구 정자동 873-4번지,지상 주차장,에스트래픽,1566-1704,37.297582,126.996966,ST411104,ST41110401,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),ST,Y,,2021-11-30
